,Unnamed: 0,raw_text,aspectTerms
1128,1128,"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!","[{'term': 'upgraded memory', 'polarity': 'positive'}, {'term': 'applications', 'polarity': 'neutral'}, {'term': 'running', 'polarity': 'positive'}]"
1129,1129,"Simple to use, and great graphics.","[{'term': 'graphics', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
1130,1130,The internet speed is spectacular.,"[{'term': 'internet speed', 'polarity': 'positive'}]"
1131,1131,They claim call center is still down.,"[{'term': 'call center', 'polarity': 'negative'}]"
1132,1132,Mac also has many apps and programs that are quite cheap or free.,"[{'term': 'apps', 'polarity': 'positive'}, {'term': 'programs', 'polarity': 'positive'}]"
1133,1133,"My husband uses it mostly for games, email and music.","[{'term': 'games', 'polarity': 'neutral'}]"
1134,1134,I just took the broken cords into the Apple store and they gave me new ones.,"[{'term': 'cords', 'polarity': 'positive'}]"
1135,1135,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.","[{'term': 'screen', 'polarity': 'neutral'}, {'term': 'screen', 'polarity': 'neutral'}]"
1136,1136,"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.","[{'term': 'OS', 'polarity': 'neutral'}]"
1137,1137,The computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,"[{'term': 'fan', 'polarity': 'negative'}]"
1138,1138,"I have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.","[{'term': 'edges', 'polarity': 'negative'}]"
1139,1139,Downfalls: sharp edges.,"[{'term': 'edges', 'polarity': 'negative'}]"
1140,1140,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,"[{'term': 'carry', 'polarity': 'neutral'}]"
1141,1141,The screen is gorgeous - yummy good.,"[{'term': 'screen', 'polarity': 'positive'}]"
1142,1142,"Did I mention everything about it, from size to weight to keyboard screams BULK?","[{'term': 'size', 'polarity': 'negative'}, {'term': 'weight', 'polarity': 'negative'}, {'term': 'keyboard', 'polarity': 'negative'}]"
1143,1143,I had it four months when my disc drive refused to open.,"[{'term': 'disc drive', 'polarity': 'negative'}]"
1144,1144,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.","[{'term': 'hard drive', 'polarity': 'neutral'}]"
1145,1145,"Once again, I was told it was the suspicious  power supply  problem.","[{'term': 'power supply', 'polarity': 'negative'}]"
1146,1146,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.","[{'term': 'display', 'polarity': 'positive'}, {'term': 'starts', 'polarity': 'positive'}]"
1147,1147,Unable to boot up this brand new laptop.,"[{'term': 'boot up', 'polarity': 'negative'}]"
1148,1148,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.","[{'term': 'Pages', 'polarity': 'positive'}, {'term': 'Keynotes', 'polarity': 'positive'}]"
1149,1149," I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!","[{'term': 'hard drive', 'polarity': 'negative'}, {'term': 'mother board', 'polarity': 'negative'}, {'term': 'dvd drive', 'polarity': 'negative'}]"
1150,1150,"The guy then said that if I insist on having the hinge tightened, they can do it for me but I have to accept the condition after the ""repair"".","[{'term': 'hinge', 'polarity': 'neutral'}]"
1151,1151,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.","[{'term': 'motherboard', 'polarity': 'neutral'}, {'term': 'port', 'polarity': 'neutral'}, {'term': 'plug', 'polarity': 'negative'}]"
1152,1152,"I love the feel of the key board, as well as the trackpad.","[{'term': 'key board', 'polarity': 'positive'}, {'term': 'trackpad', 'polarity': 'positive'}]"
1153,1153,Now I have the best of both worlds with all of the power and ease of the Mac!,"[{'term': 'power', 'polarity': 'positive'}, {'term': 'ease', 'polarity': 'positive'}]"
1154,1154,-Touchpad will take a bit of time to get used to.,"[{'term': 'Touchpad', 'polarity': 'neutral'}]"
1155,1155,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,"[{'term': 'connection card', 'polarity': 'neutral'}, {'term': 'warranty', 'polarity': 'negative'}, {'term': 'warranty', 'polarity': 'negative'}]"
1156,1156,"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.","[{'term': '4GB of RAM', 'polarity': 'neutral'}, {'term': '8GB of RAM', 'polarity': 'neutral'}]"
1157,1157,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.","[{'term': 'game', 'polarity': 'neutral'}]"
1158,1158,"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).","[{'term': 'Browsing', 'polarity': 'positive'}, {'term': 'itunes', 'polarity': 'positive'}]"
1159,1159,"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.","[{'term': 'price', 'polarity': 'positive'}]"
1160,1160,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,"[{'term': 'setup', 'polarity': 'negative'}]"
1161,1161,"My friend just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.","[{'term': 'motherboard', 'polarity': 'negative'}]"
1162,1162,"  Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.","[{'term': 'Toshiba customer services', 'polarity': 'negative'}]"
1163,1163,Quality Display  I was surprised with the performance and quality of this HP Laptop.,"[{'term': 'Quality Display', 'polarity': 'positive'}, {'term': 'performance', 'polarity': 'positive'}, {'term': 'quality', 'polarity': 'positive'}]"
1164,1164,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,"[{'term': 'battery life', 'polarity': 'negative'}, {'term': 'battery life', 'polarity': 'negative'}]"
1165,1165,The internet capabilities are also very strong and picks up signals very easily.,"[{'term': 'internet capabilities', 'polarity': 'positive'}]"
1166,1166,"Its fast, has High definition quality in the videos.","[{'term': 'High definition quality', 'polarity': 'positive'}]"
1167,1167,"Speakers don't get that loud, but good enough.","[{'term': 'Speakers', 'polarity': 'conflict'}]"
1168,1168,Another Great thing is the Beast graphics.,"[{'term': 'Beast graphics', 'polarity': 'positive'}]"
1169,1169,The ease of set up was terrific.,"[{'term': 'set up', 'polarity': 'positive'}]"
1170,1170,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,"[{'term': 'wall charger', 'polarity': 'neutral'}, {'term': 'battery', 'polarity': 'positive'}]"
1171,1171,"Screen is crystal clear, yes it's small - but it's a netbook!","[{'term': 'Screen', 'polarity': 'conflict'}]"
1172,1172,The battery life is probably an hour at best.,"[{'term': 'battery life', 'polarity': 'negative'}]"
1173,1173,This is a review of windows vista system.,"[{'term': 'windows vista system', 'polarity': 'neutral'}]"
1174,1174,"cosmetically, the only thing they changed was 2 of the Function keys at the top.","[{'term': 'Function keys', 'polarity': 'neutral'}]"
1175,1175,But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,"[{'term': 'BIOS', 'polarity': 'negative'}]"
1176,1176,  There's literally no way to make it sing with Vista.,"[{'term': 'Vista', 'polarity': 'negative'}]"
1177,1177,Screen size is perfect for portable use in any environment.,"[{'term': 'Screen size', 'polarity': 'positive'}]"
1178,1178,"First, it does not have a push button to open the lid.","[{'term': 'push button', 'polarity': 'negative'}, {'term': 'lid', 'polarity': 'neutral'}]"
1179,1179,"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).","[{'term': 'Pentium 4', 'polarity': 'neutral'}, {'term': '1 GB ram', 'polarity': 'neutral'}]"
1180,1180,I now realize that my $900 would have been better spent on a Windows laptop.,"[{'term': 'Windows', 'polarity': 'positive'}]"
1181,1181,) And printing from either word processor is an adventure.,"[{'term': 'word processor', 'polarity': 'negative'}]"
1182,1182,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.","[{'term': 'interface device', 'polarity': 'negative'}]"
1183,1183,Another included program that is laughable is the chess game.,"[{'term': 'included program', 'polarity': 'negative'}]"
1184,1184,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.","[{'term': 'expese', 'polarity': 'negative'}]"
1185,1185,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.","[{'term': 'Microsoft Office apps', 'polarity': 'positive'}, {'term': 'internet use', 'polarity': 'positive'}]"
1186,1186,"The price was very good, and the product is top quality.","[{'term': 'price', 'polarity': 'positive'}, {'term': 'quality', 'polarity': 'positive'}]"
1187,1187,It played various games without problems and ran aero smoothly and flawlessly.,"[{'term': 'games', 'polarity': 'neutral'}, {'term': 'aero', 'polarity': 'neutral'}]"
1188,1188,  The screen almost looked like a barcode when it froze.,"[{'term': 'screen', 'polarity': 'negative'}]"
1189,1189,"From the get-go, the M6809 was unsteady in its operation;","[{'term': 'operation', 'polarity': 'negative'}]"
1190,1190,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.","[{'term': 'screen', 'polarity': 'positive'}]"
1191,1191,"It even has a great webcam, and Skype works very well.","[{'term': 'webcam', 'polarity': 'positive'}, {'term': 'Skype', 'polarity': 'positive'}]"
1192,1192,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.","[{'term': 'machined aluminum frame', 'polarity': 'positive'}, {'term': 'keyboard', 'polarity': 'positive'}]"
1193,1193,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,"[{'term': 'parallels type program', 'polarity': 'positive'}, {'term': 'software', 'polarity': 'positive'}]"
