,Unnamed: 0,raw_text,aspectTerms
1606,1606,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,"[{'term': 'steak', 'polarity': 'positive'}, {'term': 'butter', 'polarity': 'negative'}, {'term': 'flavor', 'polarity': 'neutral'}, {'term': 'meat', 'polarity': 'positive'}]"
1607,1607,The food was boring and expensive.,"[{'term': 'food', 'polarity': 'negative'}]"
1608,1608,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.","[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'lunch', 'polarity': 'positive'}]"
1609,1609,Terrific menu full of unique rolls and special dishes.,"[{'term': 'menu', 'polarity': 'positive'}, {'term': 'rolls', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}]"
1610,1610,The service is ok but could be better.,"[{'term': 'service', 'polarity': 'negative'}]"
1611,1611,"We love the food, drinks, and atmosphere!","[{'term': 'food', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
1612,1612,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,"[{'term': 'customer service', 'polarity': 'negative'}]"
1613,1613,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!","[{'term': 'place', 'polarity': 'positive'}, {'term': 'oyster', 'polarity': 'neutral'}, {'term': 'Fish', 'polarity': 'neutral'}]"
1614,1614,"Took my mom for Mother's Day, and the maitre d' was pretty rude.","[{'term': ""maitre d'"", 'polarity': 'negative'}]"
1615,1615,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,"[{'term': 'sushi bar', 'polarity': 'neutral'}, {'term': 'chef', 'polarity': 'neutral'}, {'term': 'ala carte', 'polarity': 'neutral'}]"
1616,1616,"The vibe is very relaxed and cozy, service was great and the food was excellent!","[{'term': 'vibe', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
1617,1617,"If the weather is nice, try to snag an outside table.","[{'term': 'table', 'polarity': 'positive'}]"
1618,1618,"If you are looking for a good quality, cheap eats - this is the place.","[{'term': 'quality', 'polarity': 'positive'}]"
1619,1619,The service was friendly and the atmosphere was casual.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
1620,1620,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,"[{'term': 'bagels', 'polarity': 'neutral'}]"
1621,1621,"I recommend their Pad See Ew, Pork Chops or Tofu plates.","[{'term': 'Pad See Ew', 'polarity': 'positive'}, {'term': 'Pork Chops', 'polarity': 'positive'}, {'term': 'Tofu plates', 'polarity': 'positive'}]"
1622,1622,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,"[{'term': 'taste', 'polarity': 'positive'}, {'term': 'quantity', 'polarity': 'positive'}]"
1623,1623,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.","[{'term': 'bartender', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'positive'}, {'term': 'steak with portobello mushrooms', 'polarity': 'positive'}, {'term': 'bar', 'polarity': 'neutral'}]"
1624,1624,The service was excellent - friendly and attentive.,"[{'term': 'service', 'polarity': 'positive'}]"
1625,1625,"The main course had an average portion, and was decent overall.","[{'term': 'main course', 'polarity': 'positive'}, {'term': 'portion', 'polarity': 'neutral'}]"
1626,1626,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,"[{'term': 'reservation', 'polarity': 'negative'}, {'term': 'cocktails', 'polarity': 'positive'}, {'term': 'surroundings', 'polarity': 'positive'}]"
1627,1627,"Waitstaff is great, very attentive.","[{'term': 'Waitstaff', 'polarity': 'positive'}]"
1628,1628,The dinner menu is diverse and top-notch as well.,"[{'term': 'dinner menu', 'polarity': 'positive'}]"
1629,1629,IT IS WHAT MODERN CUISINE IS ALL ABOUT.,"[{'term': 'CUISINE', 'polarity': 'positive'}]"
1630,1630,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.","[{'term': 'Indian food', 'polarity': 'positive'}]"
1631,1631,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.","[{'term': 'dishes', 'polarity': 'positive'}]"
1632,1632,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?","[{'term': 'wait', 'polarity': 'conflict'}, {'term': 'noise', 'polarity': 'conflict'}, {'term': 'rush', 'polarity': 'conflict'}]"
1633,1633,I won't go back unless someone else is footing the bill.,"[{'term': 'bill', 'polarity': 'negative'}]"
1634,1634,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).","[{'term': 'bagels', 'polarity': 'neutral'}]"
1635,1635,Jimmy's is hands down the hottest night spot in the Bronx.,"[{'term': 'spot', 'polarity': 'positive'}]"
1636,1636,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,"[{'term': 'service', 'polarity': 'negative'}, {'term': 'delivery', 'polarity': 'negative'}]"
1637,1637,"The $300 bill was a bit steep, but the experience was great.","[{'term': 'bill', 'polarity': 'negative'}]"
1638,1638,"Nice ambiance, nice little bar, good bartender, Francois, and good service.","[{'term': 'bar', 'polarity': 'positive'}, {'term': 'bartender', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}]"
1639,1639,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.","[{'term': 'calamari', 'polarity': 'positive'}, {'term': 'sauce', 'polarity': 'positive'}, {'term': 'duck noodles', 'polarity': 'positive'}]"
1640,1640,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,"[{'term': 'martinis', 'polarity': 'positive'}]"
1641,1641,Simple comfort food and what hot and lage portions.,"[{'term': 'comfort food', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'positive'}]"
1642,1642,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.","[{'term': 'rolls', 'polarity': 'negative'}, {'term': 'menu', 'polarity': 'neutral'}, {'term': 'avocado', 'polarity': 'negative'}, {'term': 'rice', 'polarity': 'negative'}]"
1643,1643,We didn't get drink refills and she didn't even offer us the option of dessert.,"[{'term': 'drink refills', 'polarity': 'negative'}, {'term': 'dessert', 'polarity': 'neutral'}]"
1644,1644,The bagels are also reasonably priced for NYC.,"[{'term': 'bagels', 'polarity': 'positive'}, {'term': 'priced', 'polarity': 'positive'}]"
1645,1645,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.","[{'term': 'business dinner', 'polarity': 'positive'}, {'term': 'table', 'polarity': 'positive'}]"
1646,1646,Decor leaves something to be desired.,"[{'term': 'Decor', 'polarity': 'negative'}]"
1647,1647,"Also, specify if you like your food spicy- its rather bland if you don't.","[{'term': 'food', 'polarity': 'neutral'}]"
1648,1648,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.","[{'term': 'waiter', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]"
1649,1649,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),"[{'term': 'toppings', 'polarity': 'positive'}]"
1650,1650,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time","[{'term': 'place', 'polarity': 'positive'}, {'term': 'Meal', 'polarity': 'positive'}, {'term': 'LOBSTER TAILS', 'polarity': 'positive'}]"
1651,1651,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.","[{'term': 'espresso cup filled with chocolate mousse', 'polarity': 'positive'}, {'term': 'desserts', 'polarity': 'negative'}]"
1652,1652,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.","[{'term': 'Pho', 'polarity': 'positive'}, {'term': 'Lemon grass chicken', 'polarity': 'positive'}, {'term': 'Beef Cube on rice', 'polarity': 'positive'}]"
1653,1653,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.","[{'term': 'portraits', 'polarity': 'positive'}]"
1654,1654,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'appitizers', 'polarity': 'positive'}, {'term': 'main course', 'polarity': 'positive'}, {'term': 'desserts', 'polarity': 'positive'}]"
1655,1655,My fish was delicious in an incredible curry sauce.,"[{'term': 'fish', 'polarity': 'positive'}, {'term': 'curry sauce', 'polarity': 'positive'}]"
1656,1656,If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,"[{'term': 'deli', 'polarity': 'positive'}]"
1657,1657,"Even upon delivery, their juicy pork buns are quite good . .","[{'term': 'pork buns', 'polarity': 'positive'}]"
1658,1658,"Average to good Thai food, but terrible delivery.","[{'term': 'Thai food', 'polarity': 'positive'}, {'term': 'delivery', 'polarity': 'negative'}]"
1659,1659,The space is nice but when we order our drink we were in for a surprise.,"[{'term': 'space', 'polarity': 'positive'}, {'term': 'drink', 'polarity': 'negative'}]"
1660,1660,The entire place and the treatment we received felt as a conveyor belt.,"[{'term': 'place', 'polarity': 'negative'}]"
1661,1661,Joe's Pizza used to have the best slice until this pizzeria opened up.,"[{'term': 'slice', 'polarity': 'positive'}]"
1662,1662,And they provided a delicious dessert on the house!,"[{'term': 'dessert', 'polarity': 'positive'}]"
1663,1663,"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.","[{'term': 'reservation', 'polarity': 'negative'}]"
1664,1664,"The food is amazing, rich pastas and fresh doughy pizza.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'pastas', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}]"
1665,1665,"Food was very good, but not what I would consider out of this world.","[{'term': 'Food', 'polarity': 'positive'}]"
1666,1666,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,"[{'term': 'Lobster Bisque', 'polarity': 'positive'}, {'term': 'Maine Lobster', 'polarity': 'positive'}]"
1667,1667,"Try the Pad Thai, it's fabulous and their prices are so cheap!","[{'term': 'Pad Thai', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
1668,1668,Food is great and inexpensive.,"[{'term': 'Food', 'polarity': 'positive'}]"
1669,1669,The price very reasonable.,"[{'term': 'price', 'polarity': 'positive'}]"
1670,1670,"Dessert - can't be missed, so save room!!!","[{'term': 'Dessert', 'polarity': 'positive'}]"
1671,1671,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.","[{'term': 'food', 'polarity': 'positive'}]"
1672,1672,Ingredients are organic which is a real plus for me.,"[{'term': 'Ingredients', 'polarity': 'positive'}]"
1673,1673,It was so bad I actually refused to pay for my food.,"[{'term': 'food', 'polarity': 'negative'}]"
1674,1674,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,"[{'term': 'cuisine', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
1675,1675,"The staff was very attentive, the ambience lovely, and the food superb.","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
1676,1676,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.","[{'term': 'ingrediants', 'polarity': 'positive'}, {'term': 'cuisine', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
1677,1677,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,"[{'term': 'Pizza', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'backyard dining area', 'polarity': 'positive'}]"
